work_wikidata_id,work_name,work_type,release_or_first_broadcast_date,imdb_id,tmdb_movie_id,tmdb_tv_id,wikidata_work_url
Q667764,春风不化雨,film,1969-02-24,tt0064840,5179,,https://www.wikidata.org/wiki/Q667764
Q1170481,智多星棋逢敵手,film,1969-03-07,tt0064146,33436,,https://www.wikidata.org/wiki/Q1170481
Q449207,春滿夏令營,film,1969-05-29,tt0064133,19307,,https://www.wikidata.org/wiki/Q449207
Q1051032,意大利任务,film,1969-06-02,tt0064505,10536,,https://www.wikidata.org/wiki/Q1051032
Q1171635,風流大國手,film,1969-12-02,tt0064132,19293,,https://www.wikidata.org/wiki/Q1171635
Q113665118,An Israeli Fashion Show Influenced by London Trends,short film,1970-01-01,,,,https://www.wikidata.org/wiki/Q113665118
Q113667365,British Labor Party Deputy George Brown Arrives in Israel,short film,1970-01-01,,,,https://www.wikidata.org/wiki/Q113667365
Q5468251,Foreign Exchange,television film,1970-01-01,tt0064340,252709,,https://www.wikidata.org/wiki/Q5468251
Q113665124,Golda Meir Speaks in the Knesset about the Four-Power Talks  and the Jarring Talks,short film,1970-01-01,,,,https://www.wikidata.org/wiki/Q113665124
Q604180,夏洛克福尔摩斯的私人生活,film,1970-01-01,tt0066249,5185,,https://www.wikidata.org/wiki/Q604180
Q267063,大情人嬉春,film,1970-01-01,tt0065524,24570,,https://www.wikidata.org/wiki/Q267063
Q534899,天涯此處有知心,film,1970-01-01,tt0066943,223568,,https://www.wikidata.org/wiki/Q534899
Q3715440,愛的奉獻,film,1970-01-01,tt0169806,460349,,https://www.wikidata.org/wiki/Q3715440
Q1612412,新凱撒大帝,film,1970-01-01,tt0065922,42592,,https://www.wikidata.org/wiki/Q1612412
Q600445,明天,film,1970-01-01,tt0066469,121113,,https://www.wikidata.org/wiki/Q600445
Q5287493,春色無邊脂粉陣,film,1970-01-01,tt0065648,68336,,https://www.wikidata.org/wiki/Q5287493
Q1611248,简·爱,television film,1970-01-01,tt0065911,131313,,https://www.wikidata.org/wiki/Q1611248
Q568162,風流二世祖,film,1970-01-01,tt0065974,77333,,https://www.wikidata.org/wiki/Q568162
Q3514609,魔鬼的寡婦,film,1970-01-01,tt0067822,126927,,https://www.wikidata.org/wiki/Q3514609
Q1219584,女兒國嬉春,film,1970-03-20,tt0065525,17276,,https://www.wikidata.org/wiki/Q1219584
Q7711079,That's Your Funeral,television series,1970-03-25,tt0065350,,762,https://www.wikidata.org/wiki/Q7711079
Q1352613,顺其自然,film,1970-05-13,tt0065976,20556,,https://www.wikidata.org/wiki/Q1352613
Q7167979,Perfect Friday,film,1970-09-08,tt0066212,91583,,https://www.wikidata.org/wiki/Q7167979
Q7521850,Frank Sinatra: In Concert at the Royal Festival Hall,television special,1970-11-22,tt1087448,271278,,https://www.wikidata.org/wiki/Q7521850
Q211693,200家汽车旅馆,film,1971-01-01,tt0066732,27645,,https://www.wikidata.org/wiki/Q211693
Q4808558,Assault,film,1971-01-01,tt0067243,106046,,https://www.wikidata.org/wiki/Q4808558
Q18330936,Erection,film,1971-01-01,tt0270930,340170,,https://www.wikidata.org/wiki/Q18330936
Q7204243,Please Sir!,film,1971-01-01,tt0067591,53062,,https://www.wikidata.org/wiki/Q7204243
Q7271478,Quest for Love,film,1971-01-01,tt0067645,114201,,https://www.wikidata.org/wiki/Q7271478
Q7317890,Revenge,film,1971-01-01,tt0067248,87789,,https://www.wikidata.org/wiki/Q7317890
Q7749585,儍瓜嬉春,film,1971-01-01,tt0067381,226124,,https://www.wikidata.org/wiki/Q7749585
Q181086,发条橙,film,1971-01-01,tt0066921,185,,https://www.wikidata.org/wiki/Q181086
Q3416473,心魔,film,1971-01-01,tt0067176,53045,,https://www.wikidata.org/wiki/Q3416473
Q655996,恶魔,film,1971-01-01,tt0066993,31767,,https://www.wikidata.org/wiki/Q655996
Q2422607,瑞靈頓街10號,film,1971-01-01,tt0066730,26234,,https://www.wikidata.org/wiki/Q2422607
Q1163628,稻草狗,film,1971-01-01,tt0067800,994,,https://www.wikidata.org/wiki/Q1163628
Q107914,铁金刚勇破钻石党,film,1971-01-01,tt0066995,681,,https://www.wikidata.org/wiki/Q107914
Q449222,鹹濕皇帝,film,1971-01-01,tt0066894,24569,,https://www.wikidata.org/wiki/Q449222
Q191418,齐柏林飞艇,film,1971-01-01,tt0068014,49719,,https://www.wikidata.org/wiki/Q191418
Q932608,血腥佳人,film,1971-01-31,tt0065580,39043,,https://www.wikidata.org/wiki/Q932608
Q1710428,上天入海擒金匪,film,1971-03-09,tt0067976,38654,,https://www.wikidata.org/wiki/Q1710428
Q3425459,魔爪,film,1971-04-14,tt0066849,26774,,https://www.wikidata.org/wiki/Q3425459
Q1145807,可惡博士,film,1971-05-18,tt0066740,17965,,https://www.wikidata.org/wiki/Q1145807
Q1254464,鹹濕女鬼,film,1971-10-03,tt0069427,28801,,https://www.wikidata.org/wiki/Q1254464
Q934036,屋上的提琴手,film,1971-11-03,tt0067093,14811,,https://www.wikidata.org/wiki/Q934036
Q979462,桃色工廠,film,1971-12-10,tt0066895,19297,,https://www.wikidata.org/wiki/Q979462
Q4812021,Asylum,film,1972-01-01,tt0775421,291136,,https://www.wikidata.org/wiki/Q4812021
Q583347,Bless This House,film,1972-01-01,tt0068285,17120,,https://www.wikidata.org/wiki/Q583347
Q1305714,假期也疯狂,film,1972-01-01,tt0069847,19252,,https://www.wikidata.org/wiki/Q1305714
Q2604917,古堡女魔君,film,1972-01-01,tt0067375,55032,,https://www.wikidata.org/wiki/Q2604917
Q151715,徒留暗夜,film,1972-01-01,tt0069024,29596,,https://www.wikidata.org/wiki/Q151715
Q7045996,没人订购的爱情,film,1972-01-01,tt0067499,398896,,https://www.wikidata.org/wiki/Q7045996
Q1110102,紅杏癡魂,film,1972-01-01,tt0068827,253078,,https://www.wikidata.org/wiki/Q1110102
Q2411296,黑猫,film,1972-01-01,tt0068577,39925,,https://www.wikidata.org/wiki/Q2411296
Q3036905,Doomwatch,film,1972-03-01,tt0068498,112687,,https://www.wikidata.org/wiki/Q3036905
Q111788,吸血鬼馬戲團,film,1972-04-30,tt0067924,29960,,https://www.wikidata.org/wiki/Q111788
Q3207404,悍匪大火併,film,1972-05-01,tt0069273,71910,,https://www.wikidata.org/wiki/Q3207404
Q221587,狂凶记,film,1972-05-19,tt0068611,573,,https://www.wikidata.org/wiki/Q221587
Q449215,男人嬉春,film,1972-05-19,tt0068339,24571,,https://www.wikidata.org/wiki/Q449215
Q858047,坎特伯雷故事集,film,1972-07-02,tt0067647,5691,,https://www.wikidata.org/wiki/Q858047
Q3487486,諜海龍虎會,film,1972-07-23,tt0068742,96793,,https://www.wikidata.org/wiki/Q3487486
Q5575012,Go for a Take,film,1972-12-01,tt0068500,259716,,https://www.wikidata.org/wiki/Q5575012
Q1419980,侦探,film,1972-12-10,tt0069281,993,,https://www.wikidata.org/wiki/Q1419980
Q4841332,Baffled!,television film,1972-12-17,tt0068248,171308,,https://www.wikidata.org/wiki/Q4841332
Q7004164,Never Mind the Quality Feel the Width,film,1973-01-01,tt1221361,325458,,https://www.wikidata.org/wiki/Q7004164
Q111756717,The Bike Ride,short film,1973-01-01,tt11588548,,,https://www.wikidata.org/wiki/Q111756717
Q3521320,The House in Nightmare Park,film,1973-01-01,tt0070195,143369,,https://www.wikidata.org/wiki/Q3521320
Q7711768,十四孤兒闖江湖,film,1973-01-01,tt0070921,142616,,https://www.wikidata.org/wiki/Q7711768
Q4660560,夕陽無限好,film,1973-01-01,tt0070898,67696,,https://www.wikidata.org/wiki/Q4660560
Q12126160,大都會之地,film,1973-01-01,tt0861719,378086,16804,https://www.wikidata.org/wiki/Q12126160
Q1941014,尤物嬉春,film,1973-01-01,tt0069848,26329,,https://www.wikidata.org/wiki/Q1941014
Q12126607,色情裡的風波,film,1973-01-01,tt0070450,131047,,https://www.wikidata.org/wiki/Q12126607
Q901140,豺狼的日子,film,1973-01-01,tt0069947,4909,,https://www.wikidata.org/wiki/Q901140
Q27204,鐵金剛勇破黑魔黨,film,1973-01-01,tt0070328,253,,https://www.wikidata.org/wiki/Q27204
Q2064212,血腥劇場,film,1973-03-16,tt0070791,28498,,https://www.wikidata.org/wiki/Q2064212
Q1215256,The Neptune Factor,film,1973-06-26,tt0070438,62754,,https://www.wikidata.org/wiki/Q1215256
Q826534,僵尸复仇,film,1973-06-27,tt0069165,74381,,https://www.wikidata.org/wiki/Q826534
Q1195342,諜海龍虎鬥,film,1973-07-25,tt0070351,32627,,https://www.wikidata.org/wiki/Q1195342
Q23894094,Serendipity,television series,1973-09-30,,,,https://www.wikidata.org/wiki/Q23894094
Q1140649,異教徒,film,1973-12-06,tt0070917,16307,,https://www.wikidata.org/wiki/Q1140649
Q15039707,A Private Enterprise,film,1974-01-01,tt0067619,223848,,https://www.wikidata.org/wiki/Q15039707
Q4967016,Brief Encounter,television film,1974-01-01,tt0071247,115497,,https://www.wikidata.org/wiki/Q4967016
Q43911,Penny Gold,film,1974-01-01,tt0070524,205082,,https://www.wikidata.org/wiki/Q43911
Q7170051,Persecution,film,1974-01-01,tt0071988,97345,,https://www.wikidata.org/wiki/Q7170051
Q3523112,The Turn of the Screw,television film,1974-01-01,tt0072328,126689,,https://www.wikidata.org/wiki/Q3523112
Q7991015,What Changed Charley Farthing?,film,1974-01-01,tt0071190,408074,,https://www.wikidata.org/wiki/Q7991015
Q3519695,聖殿情夢,film,1974-01-01,tt0071096,15478,,https://www.wikidata.org/wiki/Q3519695
Q309289,铁金刚大战金枪客,film,1974-01-01,tt0071807,682,,https://www.wikidata.org/wiki/Q309289
Q302927,大賊嬉春,film,1974-07-12,tt0071281,26327,,https://www.wikidata.org/wiki/Q302927
Q589871,第四階段,film,1974-09-01,tt0070531,59189,,https://www.wikidata.org/wiki/Q589871
Q966003,金矿,film,1974-09-05,tt0071566,47737,,https://www.wikidata.org/wiki/Q966003
Q204514,雷公彈,film,1974-09-25,tt0071706,29805,,https://www.wikidata.org/wiki/Q204514
Q6057633,Intimate Reflections,film,1975-01-01,tt0218352,1559173,,https://www.wikidata.org/wiki/Q6057633
Q6517827,Legend of the Werewolf,film,1975-01-01,tt0073275,42333,,https://www.wikidata.org/wiki/Q6517827
Q6880217,Mister Quilp,film,1975-01-01,tt0073480,243717,,https://www.wikidata.org/wiki/Q6880217
Q3521028,The Ghoul,film,1975-01-01,tt0073042,70810,,https://www.wikidata.org/wiki/Q3521028
Q3959206,借胎殺人,film,1975-01-01,tt0072867,28271,,https://www.wikidata.org/wiki/Q3959206
Q1199683,儍伯嬉春,film,1975-01-01,tt0072764,19300,,https://www.wikidata.org/wiki/Q1199683
Q25043,巨蟒与圣杯,film,1975-01-01,tt0071853,762,,https://www.wikidata.org/wiki/Q25043
Q471716,巴里·林登,film,1975-01-01,tt0072684,3175,,https://www.wikidata.org/wiki/Q471716
Q751921,洛基恐怖秀,film,1975-01-01,tt0073629,36685,,https://www.wikidata.org/wiki/Q751921
Q1143625,威尔比阴谋,film,1975-02-13,tt0073901,7008,,https://www.wikidata.org/wiki/Q1143625
Q613952,废墟中的爱情,television film,1975-03-06,tt0073310,115507,,https://www.wikidata.org/wiki/Q613952
Q627209,疯狂轮滑,film,1975-06-25,tt0073631,11484,,https://www.wikidata.org/wiki/Q627209
Q1549606,One of Our Dinosaurs Is Missing,film,1975-07-09,tt0075016,29694,,https://www.wikidata.org/wiki/Q1549606
Q883500,風流鐵金剛,film,1975-08-07,tt0073797,418305,,https://www.wikidata.org/wiki/Q883500
Q2329726,人性因素,film,1975-11-19,tt0073131,31950,,https://www.wikidata.org/wiki/Q2329726
Q5397051,Escape from the Dark,film,1976-01-01,tt0076320,103777,,https://www.wikidata.org/wiki/Q5397051
Q3486740,不可思议的萨拉,film,1976-01-01,tt0074678,147362,,https://www.wikidata.org/wiki/Q3486740
Q2146384,大英风流帝国,film,1976-01-01,tt0074286,21251,,https://www.wikidata.org/wiki/Q2146384
Q2779010,水晶鞋与玫瑰花,film,1976-01-01,tt0075232,16176,,https://www.wikidata.org/wiki/Q2779010
Q851611,龙蛇小霸王,film,1976-01-01,tt0074256,8446,,https://www.wikidata.org/wiki/Q851611
Q7715922,天涯脂粉客,film,1976-05-10,tt0074189,278976,,https://www.wikidata.org/wiki/Q7715922
Q836298,凶兆,film,1976-06-06,tt0075005,794,,https://www.wikidata.org/wiki/Q836298
Q1199617,勇闖地心,film,1976-07-15,tt0074157,26398,,https://www.wikidata.org/wiki/Q1199617
Q588464,上帝的使者,film,1976-07-30,tt0074896,26842,,https://www.wikidata.org/wiki/Q588464
Q1737987,百分之七的溶液,film,1976-10-24,tt0075194,29578,,https://www.wikidata.org/wiki/Q1737987
Q1088489,塞巴斯蒂安,film,1976-12-01,tt0075177,42241,,https://www.wikidata.org/wiki/Q1088489
Q3220957,Full Circle,film,1977-01-01,tt0074611,102283,,https://www.wikidata.org/wiki/Q3220957
Q7771303,不寻常,film,1977-01-01,tt0076853,75903,,https://www.wikidata.org/wiki/Q7771303
Q8030795,吹牛大王歷險記,film,1977-01-01,tt0076931,75269,,https://www.wikidata.org/wiki/Q8030795
Q320423,铁金刚勇破海底城,film,1977-01-01,tt0076752,691,,https://www.wikidata.org/wiki/Q320423
Q3225916,王子與乞丐,film,1977-06-03,tt0077381,22815,,https://www.wikidata.org/wiki/Q3225916
Q1034978,時光遺忘之人,film,1977-07-06,tt0076535,27591,,https://www.wikidata.org/wiki/Q1034978
Q319122,古堡风云,film,1977-12-16,tt0075807,14612,,https://www.wikidata.org/wiki/Q319122
Q1210739,三十九级台阶,film,1978-01-01,tt0078389,60287,,https://www.wikidata.org/wiki/Q1210739
Q5220932,玉女情懷,film,1978-01-01,tt0077743,42207,,https://www.wikidata.org/wiki/Q5220932
Q332658,赦免的罪人,film,1978-01-01,tt0081975,77128,,https://www.wikidata.org/wiki/Q332658
Q938727,魔力,film,1978-01-01,tt0077921,11623,,https://www.wikidata.org/wiki/Q938727
Q1757235,亚特兰蒂斯战神,film,1978-05-05,tt0078474,30117,,https://www.wikidata.org/wiki/Q1757235
Q572736,納瓦隆第十突擊隊,film,1978-08-16,tt0077572,17339,,https://www.wikidata.org/wiki/Q572736
Q1059914,尼罗河上的惨案,film,1978-09-29,tt0077413,4192,,https://www.wikidata.org/wiki/Q1059914
Q1766656,Carry On Emmannuelle,film,1978-10-12,tt0077300,34743,,https://www.wikidata.org/wiki/Q1766656
Q213053,超人,film,1978-12-10,tt0078346,1924,,https://www.wikidata.org/wiki/Q213053
Q546471,火車大劫案,film,1978-12-14,tt0079240,11583,,https://www.wikidata.org/wiki/Q546471
Q338495,北海龍虎鬥,film,1979-01-01,tt0081809,390253,,https://www.wikidata.org/wiki/Q338495
Q5262489,德里克和克萊夫拿到號角,film,1979-01-01,tt0216682,59129,,https://www.wikidata.org/wiki/Q5262489
Q1058723,歐洲快車…小姐不見了,film,1979-01-01,tt0079428,4706,,https://www.wikidata.org/wiki/Q1058723
Q1659336,神童戰魔君,film,1979-01-01,tt0078792,82430,,https://www.wikidata.org/wiki/Q1659336
Q334780,铁金刚勇破太空城,film,1979-01-01,tt0079574,698,,https://www.wikidata.org/wiki/Q334780
Q3282889,Meetings with Remarkable Men,film,1979-02-01,tt0079542,108758,,https://www.wikidata.org/wiki/Q3282889
Q113502443,Brian Clarke: The Story So Far (1979),television series episode,1979-03-15,tt3974260,,,https://www.wikidata.org/wiki/Q113502443
Q103569,异形,film,1979-05-25,tt0078748,348,,https://www.wikidata.org/wiki/Q103569
Q139765734,六合千手,film,1979-06-03,tt0079478,336269,,https://www.wikidata.org/wiki/Q139765734
Q1795954,Unidentified Flying Oddball,film,1979-07-26,tt0080062,65596,,https://www.wikidata.org/wiki/Q1795954
Q194143,熊岛壮士血,film,1979-11-01,tt0078836,38629,,https://www.wikidata.org/wiki/Q194143
Q6802741,McVicar,film,1980-01-01,tt0081144,38539,,https://www.wikidata.org/wiki/Q6802741
Q7516013,Silver Dream Racer,film,1980-01-01,tt0081517,31972,,https://www.wikidata.org/wiki/Q7516013
Q7782714,There Goes the Bride,film,1980-01-01,tt0080014,361015,,https://www.wikidata.org/wiki/Q7782714
Q5684873,伏魔雷神劍,film,1980-01-01,tt0080846,25628,,https://www.wikidata.org/wiki/Q5684873
Q148204,天国之门,film,1980-01-01,tt0080855,10935,,https://www.wikidata.org/wiki/Q148204
Q571167,小公子 (1980年電影),film,1980-01-01,tt0081062,38602,,https://www.wikidata.org/wiki/Q571167
Q880665,性昏迷,film,1980-01-01,tt0080408,33214,,https://www.wikidata.org/wiki/Q880665
Q54979,玩具熊,film,1980-01-01,tt0082755,31407,,https://www.wikidata.org/wiki/Q54979
Q2710864,芭蕾彗星尼真斯基,film,1980-01-01,tt0081235,163627,,https://www.wikidata.org/wiki/Q2710864
Q7370809,超級大老千,film,1980-01-01,tt0081439,49375,,https://www.wikidata.org/wiki/Q7370809
Q186341,闪灵,film,1980-01-01,tt0081505,694,,https://www.wikidata.org/wiki/Q186341
Q3604808,Action,film,1980-01-04,tt0078732,137599,,https://www.wikidata.org/wiki/Q3604808
Q115210,死亡的窺伺,film,1980-01-11,tt0081182,3418,,https://www.wikidata.org/wiki/Q115210
Q1845888,森林中的观察者,film,1980-04-17,tt0081738,21970,,https://www.wikidata.org/wiki/Q1845888
Q4920265,黑天使,short film,1980-05-21,tt0130508,273879,,https://www.wikidata.org/wiki/Q4920265
Q272860,象人,film,1980-10-03,tt0080678,1955,,https://www.wikidata.org/wiki/Q272860
Q267672,超人續集,film,1980-12-04,tt0081573,8536,,https://www.wikidata.org/wiki/Q267672
Q1427252,飛俠哥頓,film,1980-12-05,tt0080745,3604,,https://www.wikidata.org/wiki/Q1427252
Q1215103,刀鋒冷,film,1981-01-01,tt0082351,10863,,https://www.wikidata.org/wiki/Q1215103
Q1535201,反暴特勤組,film,1981-01-01,tt0082817,21610,,https://www.wikidata.org/wiki/Q1535201
Q1218526,布偶的玩意,film,1981-01-01,tt0082474,14900,,https://www.wikidata.org/wiki/Q1218526
Q62730,從海底出擊,film,1981-01-01,tt0082096,387,,https://www.wikidata.org/wiki/Q62730
Q1049545,诸神之战,film,1981-01-01,tt0082186,10323,,https://www.wikidata.org/wiki/Q1049545
Q332330,铁金刚勇破海龙帮,film,1981-01-01,tt0082398,699,,https://www.wikidata.org/wiki/Q332330
Q743463,宇宙怪婴,film,1981-01-23,tt0084090,46364,,https://www.wikidata.org/wiki/Q743463
Q207921,烈火战车,film,1981-03-30,tt0082158,9443,,https://www.wikidata.org/wiki/Q207921
Q239794,九宵云外,film,1981-05-01,tt0082869,10540,,https://www.wikidata.org/wiki/Q239794
Q174284,夺宝奇兵,film,1981-06-12,tt0082971,85,,https://www.wikidata.org/wiki/Q174284
Q1193005,屠龙记,film,1981-06-26,tt0082288,848,,https://www.wikidata.org/wiki/Q1193005
Q1628298,電擊療法,film,1981-08-20,tt0083067,27997,,https://www.wikidata.org/wiki/Q1628298
Q467290,美国狼人在伦敦,film,1981-08-21,tt0082010,814,,https://www.wikidata.org/wiki/Q467290
Q7682977,Tangiers,film,1982-01-01,tt0084763,174626,,https://www.wikidata.org/wiki/Q7682977
Q742480,反恐怖戰隊 (1982年電影),film,1982-01-01,tt0083941,19322,,https://www.wikidata.org/wiki/Q742480
Q1199530,粉红豹再度出击,film,1982-01-01,tt0084814,9699,,https://www.wikidata.org/wiki/Q1199530
Q378748,鐘樓怪人,television film,1982-01-01,tt0084100,80385,,https://www.wikidata.org/wiki/Q378748
Q3504975,霓虹燈下的聖教士,film,1982-01-01,tt0083449,52083,,https://www.wikidata.org/wiki/Q3504975
Q1754224,新劫後英雄傳,television film,1982-02-23,tt0084157,39382,,https://www.wikidata.org/wiki/Q1754224
Q936037,雌雄莫辩,film,1982-03-16,tt0084865,12614,,https://www.wikidata.org/wiki/Q936037
Q213683,迷牆,film,1982-05-23,tt0084503,12104,,https://www.wikidata.org/wiki/Q213683
Q9262039,Framed Youth: The Revenge of the Teenage Perverts,film,1983-01-01,tt0136960,504794,,https://www.wikidata.org/wiki/Q9262039
Q24980,人生七部曲,film,1983-01-01,tt0085959,4543,,https://www.wikidata.org/wiki/Q24980
Q620731,换装师,film,1983-01-01,tt0085461,42122,,https://www.wikidata.org/wiki/Q620731
Q1193469,粉红豹之探长的诅咒,film,1983-01-01,tt0085384,36576,,https://www.wikidata.org/wiki/Q1193469
Q204398,铁金刚勇破爆炸党,film,1983-01-01,tt0086034,700,,https://www.wikidata.org/wiki/Q204398
Q195710,電光飛鏢俠 (1983年電影),film,1983-01-01,tt0085811,849,,https://www.wikidata.org/wiki/Q195710
Q594307,高尔基公园,film,1983-01-01,tt0085615,8289,,https://www.wikidata.org/wiki/Q594307
Q528095,超人第三集,film,1983-06-17,tt0086393,9531,,https://www.wikidata.org/wiki/Q528095
Q636553,Don't Open Till Christmas,film,1984-01-01,tt0089038,84422,,https://www.wikidata.org/wiki/Q636553
Q7572474,Space Riders,film,1984-01-01,tt0316649,7273,,https://www.wikidata.org/wiki/Q7572474
Q1760278,打击惊魂,film,1984-01-01,tt0087414,19621,,https://www.wikidata.org/wiki/Q1760278
Q2410457,牛津之恋,film,1984-01-01,tt0087866,30231,,https://www.wikidata.org/wiki/Q2410457
Q283134,女超人,film,1984-07-19,tt0088206,9651,,https://www.wikidata.org/wiki/Q283134
Q780951,泰山王子,film,1984-12-14,tt0087365,11002,,https://www.wikidata.org/wiki/Q780951
Q4090654,來自外太空的笨蛋,film,1985-01-01,tt0089622,33525,,https://www.wikidata.org/wiki/Q4090654
Q1420374,大衛王,film,1985-01-01,tt0089420,42040,,https://www.wikidata.org/wiki/Q1420374
Q735314,我的美丽洗衣店,film,1985-01-01,tt0091578,11240,,https://www.wikidata.org/wiki/Q735314
Q537834,有情感的机器人,film,1985-01-01,tt0088979,16248,,https://www.wikidata.org/wiki/Q537834
Q7316160,罗尼和威尔,film,1985-01-01,tt0089904,29907,,https://www.wikidata.org/wiki/Q7316160
Q3497758,蒸,film,1985-01-01,tt0090070,132482,,https://www.wikidata.org/wiki/Q3497758
Q332368,铁金刚勇战大狂魔,film,1985-01-01,tt0090264,707,,https://www.wikidata.org/wiki/Q332368
Q509913,黑魔王,film,1985-01-01,tt0089469,11976,,https://www.wikidata.org/wiki/Q509913
Q1538224,瘋狂假期歷險記,film,1985-07-26,tt0089670,11418,,https://www.wikidata.org/wiki/Q1538224
Q848280,猛龍怪客3,film,1985-11-01,tt0089003,24873,,https://www.wikidata.org/wiki/Q848280
Q913839,圣诞老人,film,1985-11-27,tt0089961,13764,,https://www.wikidata.org/wiki/Q913839
Q19363656,A Kind of English,film,1986-01-01,tt0483921,853320,,https://www.wikidata.org/wiki/Q19363656
Q3039250,Dream Lover,film,1986-01-01,tt0090970,103600,,https://www.wikidata.org/wiki/Q3039250
Q1961848,Instant Justice,film,1986-01-01,tt0093266,214521,,https://www.wikidata.org/wiki/Q1961848
Q7762971,The Second Victory,film,1986-01-01,tt0091914,365219,,https://www.wikidata.org/wiki/Q7762971
Q156539,挑战者,film,1986-01-01,tt0091203,8009,,https://www.wikidata.org/wiki/Q156539
Q104814,异形2,film,1986-07-18,tt0090605,679,,https://www.wikidata.org/wiki/Q104814
Q1199259,异形奇花,film,1986-12-19,tt0091419,10776,,https://www.wikidata.org/wiki/Q1199259
Q3545552,乡间一月,film,1987-01-01,tt0093562,63639,,https://www.wikidata.org/wiki/Q3545552
Q1624413,希望与荣耀,film,1987-01-01,tt0093209,32054,,https://www.wikidata.org/wiki/Q1624413
Q2539256,心靈的冒險,television film,1987-01-01,tt0093159,48406,,https://www.wikidata.org/wiki/Q2539256
Q1756560,我与长指甲,film,1987-01-01,tt0094336,13446,,https://www.wikidata.org/wiki/Q1756560
Q654154,華麗詠歎調,film,1987-01-01,tt0092580,25832,,https://www.wikidata.org/wiki/Q654154
Q272064,铁金刚大战特务飞龙,film,1987-01-01,tt0093428,708,,https://www.wikidata.org/wiki/Q272064
Q243439,全金属外壳,film,1987-06-17,tt0093058,600,,https://www.wikidata.org/wiki/Q243439
Q2368378,米歐王子,film,1987-07-01,tt0093543,14499,,https://www.wikidata.org/wiki/Q2368378
Q1123006,超人IV：寻求和平,film,1987-07-24,tt0094074,11411,,https://www.wikidata.org/wiki/Q1123006
Q1162728,養鬼吃人,film,1987-09-10,tt0093177,9003,,https://www.wikidata.org/wiki/Q1162728
Q271281,太阳帝国,film,1987-12-11,tt0092965,10110,,https://www.wikidata.org/wiki/Q271281
Q4004124,A Man for All Seasons,television film,1988-01-01,tt0095578,118091,,https://www.wikidata.org/wiki/Q4004124
Q2294603,前程似錦,film,1988-01-01,tt0095302,47870,,https://www.wikidata.org/wiki/Q2294603
Q1210832,吹牛大王历险记,film,1988-01-01,tt0096764,14506,,https://www.wikidata.org/wiki/Q1210832
Q971652,嬰派,film,1988-01-01,tt0097487,115616,,https://www.wikidata.org/wiki/Q971652
Q932874,殺人狂傑克,miniseries,1988-01-01,tt0095388,,47510,https://www.wikidata.org/wiki/Q932874
Q5164756,消費激情,film,1988-01-01,tt0094907,185167,,https://www.wikidata.org/wiki/Q5164756
Q905466,纸屋恶魔,film,1988-01-01,tt0098061,41965,,https://www.wikidata.org/wiki/Q905466
Q7731009,造衣者,film,1988-01-01,tt0095066,123608,,https://www.wikidata.org/wiki/Q7731009
Q379873,谁陷害了兔子罗杰,film,1988-06-22,tt0096438,856,,https://www.wikidata.org/wiki/Q379873
Q466186,一条叫旺达的鱼,film,1988-07-07,tt0095159,623,,https://www.wikidata.org/wiki/Q466186
Q1755324,養鬼吃人2,film,1988-09-09,tt0095294,9064,,https://www.wikidata.org/wiki/Q1755324
Q774547,没有线索,film,1988-10-20,tt0096454,12582,,https://www.wikidata.org/wiki/Q774547
Q5245909,Dealers,film,1989-01-01,tt0097172,55036,,https://www.wikidata.org/wiki/Q5245909
Q2371601,The Lady and the Highwayman,television film,1989-01-01,tt0097707,59171,,https://www.wikidata.org/wiki/Q2371601
Q4374859,滑流,film,1989-01-01,tt0098350,22379,,https://www.wikidata.org/wiki/Q4374859
Q1660599,環遊世界80天,miniseries,1989-01-01,tt0096535,,20580,https://www.wikidata.org/wiki/Q1660599
Q116852,蝙蝠侠,film,1989-01-01,tt0096895,268,,https://www.wikidata.org/wiki/Q116852
Q636356,血染的季節,film,1989-01-01,tt0097243,32075,,https://www.wikidata.org/wiki/Q636356
Q832337,Kill Cruise,film,1990-01-01,tt0100633,12638,,https://www.wikidata.org/wiki/Q832337
Q7623784,Strike It Rich,film,1990-01-01,tt0100708,123781,,https://www.wikidata.org/wiki/Q7623784
Q586154,俄羅斯大廈,film,1990-01-01,tt0100530,10170,,https://www.wikidata.org/wiki/Q586154
Q2963312,愛情不歸路,film,1990-01-01,tt0099250,27450,,https://www.wikidata.org/wiki/Q2963312
Q653281,英烈的歲月,film,1990-01-01,tt0100133,12651,,https://www.wikidata.org/wiki/Q653281
Q2058578,邊境音暴,film,1990-01-01,tt0100692,112785,,https://www.wikidata.org/wiki/Q2058578
Q1024694,夜行駭傳,film,1990-02-16,tt0100260,20481,,https://www.wikidata.org/wiki/Q1024694
Q406785,开心飞虎将,film,1990-08-10,tt0099005,11856,,https://www.wikidata.org/wiki/Q406785
Q3430569,Prisoner of Honor,television film,1991-01-01,tt0102715,233156,,https://www.wikidata.org/wiki/Q3430569
Q1721087,卡夫卡,film,1991-01-01,tt0102181,2297,,https://www.wikidata.org/wiki/Q1721087
Q1962105,時間簡史 (紀錄片),film,1991-01-01,tt0103882,1358,,https://www.wikidata.org/wiki/Q1962105
Q1523060,置若罔闻,film,1991-01-01,tt0102288,64167,,https://www.wikidata.org/wiki/Q1523060
Q129283,肥龍皇帝,film,1991-01-01,tt0102216,10804,,https://www.wikidata.org/wiki/Q129283
