work_name_en,release_or_first_broadcast_date,location_text_from_category,source_category,work_wikidata_id,imdb_id,wikipedia_url,episode_timecode_start,episode_timecode_end,data_source,license,latitude,longitude,coordinate_source,coordinate_precision
Cottontail (film),,England,Category:Films shot in England,,,https://en.wikipedia.org/wiki/Cottontail_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,53,-1,Wikidata P625,category place centroid
Counsel's Opinion,,"Imperial Studios, Elstree","Category:Films shot at Imperial Studios, Elstree",,,https://en.wikipedia.org/wiki/Counsel%27s_Opinion,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
Counsels (TV series),,Scotland,Category:Television shows shot in Scotland,,,https://en.wikipedia.org/wiki/Counsels_%28TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0,57,-5,Wikidata P625,category place centroid
Count Five and Die,,New Elstree Studios,Category:Films shot at New Elstree Studios,,,https://en.wikipedia.org/wiki/Count_Five_and_Die,,,English Wikipedia category membership,CC BY-SA 4.0,51.6427,-0.3146,Wikidata P625,category place centroid
Count Your Blessings (1959 film),1959,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Count_Your_Blessings_%281959_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.507222222222,-0.1275,Wikidata P625,category place centroid
Counterblast,,British National Studios,Category:Films shot at British National Studios,,,https://en.wikipedia.org/wiki/Counterblast,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
Countess Dracula,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Countess_Dracula,,,English Wikipedia category membership,CC BY-SA 4.0,51.548611111111,-0.535,Wikidata P625,category place centroid
Coupling (British TV series),,Teddington Studios,Category:Television shows shot at Teddington Studios,,,https://en.wikipedia.org/wiki/Coupling_%28British_TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.4287,-0.3217,Wikidata P625,category place centroid
Covington Cross,,England,Category:Television shows shot in England,,,https://en.wikipedia.org/wiki/Covington_Cross,,,English Wikipedia category membership,CC BY-SA 4.0,53,-1,Wikidata P625,category place centroid
Crackerjack (1938 film),1938,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Crackerjack_%281938_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.548611111111,-0.535,Wikidata P625,category place centroid
Crash Drive,,New Elstree Studios,Category:Films shot at New Elstree Studios,,,https://en.wikipedia.org/wiki/Crash_Drive,,,English Wikipedia category membership,CC BY-SA 4.0,51.6427,-0.3146,Wikidata P625,category place centroid
Crazy Delicious,,BBC Elstree Centre,Category:Television shows shot at BBC Elstree Centre,,,https://en.wikipedia.org/wiki/Crazy_Delicious,,,English Wikipedia category membership,CC BY-SA 4.0,51.65972222,-0.27472222,Wikidata P625,category place centroid
Crazy People (1934 film),1934,Beaconsfield Studios,Category:Films shot at Beaconsfield Studios,,,https://en.wikipedia.org/wiki/Crazy_People_%281934_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
Crazyhead (TV series),,Bristol,Category:Television shows shot in Bristol,,,https://en.wikipedia.org/wiki/Crazyhead_%28TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.45361111111111,-2.5975,Wikidata P625,category place centroid
Creation (2009 film),2009,Kent,Category:Films shot in Kent,,,https://en.wikipedia.org/wiki/Creation_%282009_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.2489089239,0.674513689133,Wikidata P625,category place centroid
Creation (2009 film),2009,Wiltshire,Category:Films shot in Wiltshire,,,https://en.wikipedia.org/wiki/Creation_%282009_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.3146111812,-1.92980645382,Wikidata P625,category place centroid
Creditors (2015 film),2015,England,Category:Films shot in England,,,https://en.wikipedia.org/wiki/Creditors_%282015_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,53,-1,Wikidata P625,category place centroid
Credo (2008 film),2008,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Credo_%282008_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.507222222222,-0.1275,Wikidata P625,category place centroid
Creed (film),,Liverpool,Category:Films shot in Liverpool,,,https://en.wikipedia.org/wiki/Creed_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,53.407222222222224,-2.9916666666666667,Wikidata P625,category place centroid
Creed (film),,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Creed_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.507222222222,-0.1275,Wikidata P625,category place centroid
Creeping Shadows,,Welwyn Studios,Category:Films shot at Welwyn Studios,,,https://en.wikipedia.org/wiki/Creeping_Shadows,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
Crescendo (1970 film),1970,Associated British Studios,Category:Films shot at Associated British Studios,,,https://en.wikipedia.org/wiki/Crescendo_%281970_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
Crime Over London,,Isleworth Studios,Category:Films shot at Isleworth Studios,,,https://en.wikipedia.org/wiki/Crime_Over_London,,,English Wikipedia category membership,CC BY-SA 4.0,51.4751,-0.3407,Wikidata P625,category place centroid
Crime on the Hill,,Welwyn Studios,Category:Films shot at Welwyn Studios,,,https://en.wikipedia.org/wiki/Crime_on_the_Hill,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
Crimes at the Dark House,,"Station Road Studios, Elstree","Category:Films shot at Station Road Studios, Elstree",,,https://en.wikipedia.org/wiki/Crimes_at_the_Dark_House,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
Criminal (2016 film),2016,Hampshire,Category:Films shot in Hampshire,,,https://en.wikipedia.org/wiki/Criminal_%282016_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.0200783075,-1.29308672495,Wikidata P625,category place centroid
Criminal (2016 film),2016,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Criminal_%282016_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.507222222222,-0.1275,Wikidata P625,category place centroid
Criminal (2016 film),2016,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Criminal_%282016_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.548611111111,-0.535,Wikidata P625,category place centroid
Criminal Audition,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Criminal_Audition,,,English Wikipedia category membership,CC BY-SA 4.0,51.507222222222,-0.1275,Wikidata P625,category place centroid
Criminal Record (TV series),,London,Category:Television shows shot in London,,,https://en.wikipedia.org/wiki/Criminal_Record_%28TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.507222222222,-0.1275,Wikidata P625,category place centroid
Cromwell (film),,England,Category:Films shot in England,,,https://en.wikipedia.org/wiki/Cromwell_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,53,-1,Wikidata P625,category place centroid
Crongton,,Leeds,Category:Television shows shot in Leeds,,,https://en.wikipedia.org/wiki/Crongton,,,English Wikipedia category membership,CC BY-SA 4.0,53.7975,-1.5436111111111113,Wikidata P625,category place centroid
Crook's Tour,,British National Studios,Category:Films shot at British National Studios,,,https://en.wikipedia.org/wiki/Crook%27s_Tour,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
Crookhaven (TV series),,the United Kingdom,Category:Television shows shot in the United Kingdom,,,https://en.wikipedia.org/wiki/Crookhaven_%28TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0,54.6,-2,Wikidata P625,category place centroid
Crooks in Cloisters,,Associated British Studios,Category:Films shot at Associated British Studios,,,https://en.wikipedia.org/wiki/Crooks_in_Cloisters,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
Cross Currents (1935 film),1935,"Imperial Studios, Elstree","Category:Films shot at Imperial Studios, Elstree",,,https://en.wikipedia.org/wiki/Cross_Currents_%281935_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
Cross My Heart (1937 film),1937,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Cross_My_Heart_%281937_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.548611111111,-0.535,Wikidata P625,category place centroid
Cross Roads (film),,Welwyn Studios,Category:Films shot at Welwyn Studios,,,https://en.wikipedia.org/wiki/Cross_Roads_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
Crossplot (film),,Associated British Studios,Category:Films shot at Associated British Studios,,,https://en.wikipedia.org/wiki/Crossplot_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
Crossroads to Crime,,Berkshire,Category:Films shot in Berkshire,,,https://en.wikipedia.org/wiki/Crossroads_to_Crime,,,English Wikipedia category membership,CC BY-SA 4.0,51.5138315912,-1.20881068417,Wikidata P625,category place centroid
Crossroads to Crime,,Buckinghamshire,Category:Films shot in Buckinghamshire,,,https://en.wikipedia.org/wiki/Crossroads_to_Crime,,,English Wikipedia category membership,CC BY-SA 4.0,51.8280222469,-0.790425894719,Wikidata P625,category place centroid
Crossroads to Crime,,Surrey,Category:Films shot in Surrey,,,https://en.wikipedia.org/wiki/Crossroads_to_Crime,,,English Wikipedia category membership,CC BY-SA 4.0,51.2694589239,-0.373297931467,Wikidata P625,category place centroid
Crown v. Stevens,,Teddington Studios,Category:Films shot at Teddington Studios,,,https://en.wikipedia.org/wiki/Crown_v._Stevens,,,English Wikipedia category membership,CC BY-SA 4.0,51.4287,-0.3217,Wikidata P625,category place centroid
Crucible of Terror,,Cornwall,Category:Films shot in Cornwall,,,https://en.wikipedia.org/wiki/Crucible_of_Terror,,,English Wikipedia category membership,CC BY-SA 4.0,50.416669444444,-4.75,Wikidata P625,category place centroid
Crucible of Terror,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Crucible_of_Terror,,,English Wikipedia category membership,CC BY-SA 4.0,51.507222222222,-0.1275,Wikidata P625,category place centroid
Crucible of Terror,,Shepperton Studios,Category:Films shot at Shepperton Studios,,,https://en.wikipedia.org/wiki/Crucible_of_Terror,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
Cruella (film),,Bovingdon Studios,Category:Films shot at Bovingdon Studios,,,https://en.wikipedia.org/wiki/Cruella_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
Cruella (film),,Shepperton Studios,Category:Films shot at Shepperton Studios,,,https://en.wikipedia.org/wiki/Cruella_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
Cry to Heaven (film),,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Cry_to_Heaven_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.507222222222,-0.1275,Wikidata P625,category place centroid
Cuban Fury,,Elstree Film Studios,Category:Films shot at Elstree Film Studios,,,https://en.wikipedia.org/wiki/Cuban_Fury,,,English Wikipedia category membership,CC BY-SA 4.0,51.6587,-0.2758,Wikidata P625,category place centroid
Cuban Fury,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Cuban_Fury,,,English Wikipedia category membership,CC BY-SA 4.0,51.507222222222,-0.1275,Wikidata P625,category place centroid
Cuckoo Patrol,,MGM-British Studios,Category:Films shot at MGM-British Studios,,,https://en.wikipedia.org/wiki/Cuckoo_Patrol,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
Cuffs (TV series),,Sussex,Category:Television shows shot in Sussex,,,https://en.wikipedia.org/wiki/Cuffs_%28TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0,50.9471026998,-0.141372694746,Wikidata P625,category place centroid
Cuffy (TV series),,ATV Elstree Studios,Category:Television shows shot at ATV Elstree Studios,,,https://en.wikipedia.org/wiki/Cuffy_%28TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
Cul-de-sac (1966 film),1966,Northumberland,Category:Films shot in Northumberland,,,https://en.wikipedia.org/wiki/Cul-de-sac_%281966_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,55.2307695605,-2.05060229526,Wikidata P625,category place centroid
Cup Fever,,Greater Manchester,Category:Films shot in Greater Manchester,,,https://en.wikipedia.org/wiki/Cup_Fever,,,English Wikipedia category membership,CC BY-SA 4.0,53.5025,-2.31,Wikidata P625,category place centroid
Cup-tie Honeymoon,,Greater Manchester,Category:Films shot in Greater Manchester,,,https://en.wikipedia.org/wiki/Cup-tie_Honeymoon,,,English Wikipedia category membership,CC BY-SA 4.0,53.5025,-2.31,Wikidata P625,category place centroid
Cupid in Clover,,Isleworth Studios,Category:Films shot at Isleworth Studios,,,https://en.wikipedia.org/wiki/Cupid_in_Clover,,,English Wikipedia category membership,CC BY-SA 4.0,51.4751,-0.3407,Wikidata P625,category place centroid
Curfew (2019 TV series),2019,Liverpool,Category:Television shows shot in Liverpool,,,https://en.wikipedia.org/wiki/Curfew_%282019_TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0,53.407222222222224,-2.9916666666666667,Wikidata P625,category place centroid
Curfew (2019 TV series),2019,Manchester,Category:Television shows shot in Manchester,,,https://en.wikipedia.org/wiki/Curfew_%282019_TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0,53.466666666667,-2.2333333333333,Wikidata P625,category place centroid
Curfew (2024 TV series),2024,London,Category:Television shows shot in London,,,https://en.wikipedia.org/wiki/Curfew_%282024_TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.507222222222,-0.1275,Wikidata P625,category place centroid
Curse of Simba,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Curse_of_Simba,,,English Wikipedia category membership,CC BY-SA 4.0,51.507222222222,-0.1275,Wikidata P625,category place centroid
Curse of the Pink Panther,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Curse_of_the_Pink_Panther,,,English Wikipedia category membership,CC BY-SA 4.0,51.548611111111,-0.535,Wikidata P625,category place centroid
Cursed (2020 TV series),2020,England,Category:Television shows shot in England,,,https://en.wikipedia.org/wiki/Cursed_%282020_TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0,53,-1,Wikidata P625,category place centroid
Cursed (2020 TV series),2020,Pinewood Studios,Category:Television shows shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Cursed_%282020_TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.548611111111,-0.535,Wikidata P625,category place centroid
Curtain Up,,Isleworth Studios,Category:Films shot at Isleworth Studios,,,https://en.wikipedia.org/wiki/Curtain_Up,,,English Wikipedia category membership,CC BY-SA 4.0,51.4751,-0.3407,Wikidata P625,category place centroid
Cutthroat Island,,England,Category:Films shot in England,,,https://en.wikipedia.org/wiki/Cutthroat_Island,,,English Wikipedia category membership,CC BY-SA 4.0,53,-1,Wikidata P625,category place centroid
Cutthroat Island,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Cutthroat_Island,,,English Wikipedia category membership,CC BY-SA 4.0,51.548611111111,-0.535,Wikidata P625,category place centroid
Cutting It,,Manchester,Category:Television shows shot in Manchester,,,https://en.wikipedia.org/wiki/Cutting_It,,,English Wikipedia category membership,CC BY-SA 4.0,53.466666666667,-2.2333333333333,Wikidata P625,category place centroid
Cyrano (film),,Bovingdon Studios,Category:Films shot at Bovingdon Studios,,,https://en.wikipedia.org/wiki/Cyrano_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
Cysgod Rhyfel,,Wales,Category:Films shot in Wales,,,https://en.wikipedia.org/wiki/Cysgod_Rhyfel,,,English Wikipedia category membership,CC BY-SA 4.0,52.35,-3.6333333333333,Wikidata P625,category place centroid
D'Ye Ken John Peel?,,Twickenham Film Studios,Category:Films shot at Twickenham Film Studios,,,https://en.wikipedia.org/wiki/D%27Ye_Ken_John_Peel%3F,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
D.A.R.Y.L.,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/D.A.R.Y.L.,,,English Wikipedia category membership,CC BY-SA 4.0,51.548611111111,-0.535,Wikidata P625,category place centroid
Dad's Army (1971 film),1971,Buckinghamshire,Category:Films shot in Buckinghamshire,,,https://en.wikipedia.org/wiki/Dad%27s_Army_%281971_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.8280222469,-0.790425894719,Wikidata P625,category place centroid
Dad's Army (1971 film),1971,Shepperton Studios,Category:Films shot at Shepperton Studios,,,https://en.wikipedia.org/wiki/Dad%27s_Army_%281971_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
Dad's Army (2016 film),2016,England,Category:Films shot in England,,,https://en.wikipedia.org/wiki/Dad%27s_Army_%282016_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,53,-1,Wikidata P625,category place centroid
Dad's Army (2016 film),2016,Leeds,Category:Films shot in Leeds,,,https://en.wikipedia.org/wiki/Dad%27s_Army_%282016_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,53.7975,-1.5436111111111113,Wikidata P625,category place centroid
Dad's Army (2016 film),2016,North Yorkshire,Category:Films shot in North Yorkshire,,,https://en.wikipedia.org/wiki/Dad%27s_Army_%282016_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,54.1,-1.35,Wikidata P625,category place centroid
Dad's Army (2016 film),2016,"Scarborough, North Yorkshire","Category:Films shot in Scarborough, North Yorkshire",,,https://en.wikipedia.org/wiki/Dad%27s_Army_%282016_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,54.28,-0.402,Wikidata P625,category place centroid
Dad's Army (2016 film),2016,West Yorkshire,Category:Films shot in West Yorkshire,,,https://en.wikipedia.org/wiki/Dad%27s_Army_%282016_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,53.75,-1.6666666666667,Wikidata P625,category place centroid
Dad's Army (2016 film),2016,York,Category:Films shot in York,,,https://en.wikipedia.org/wiki/Dad%27s_Army_%282016_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,53.95,-1.0833333333333,Wikidata P625,category place centroid
Dad's Army (2016 film),2016,Yorkshire,Category:Films shot in Yorkshire,,,https://en.wikipedia.org/wiki/Dad%27s_Army_%282016_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,53.958333333333,-1.0833333333333,Wikidata P625,category place centroid
Dad's Army (2016 film),2016,the East Riding of Yorkshire,Category:Films shot in the East Riding of Yorkshire,,,https://en.wikipedia.org/wiki/Dad%27s_Army_%282016_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,53.897,-0.493,Wikidata P625,category place centroid
Daddy Issues (TV series),,England,Category:Television shows shot in England,,,https://en.wikipedia.org/wiki/Daddy_Issues_%28TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0,53,-1,Wikidata P625,category place centroid
Dalekmania (film),,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Dalekmania_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.507222222222,-0.1275,Wikidata P625,category place centroid
Dalíland,,Liverpool,Category:Films shot in Liverpool,,,https://en.wikipedia.org/wiki/Dal%C3%ADland,,,English Wikipedia category membership,CC BY-SA 4.0,53.407222222222224,-2.9916666666666667,Wikidata P625,category place centroid
Damage (1992 film),1992,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Damage_%281992_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.507222222222,-0.1275,Wikidata P625,category place centroid
Damage (1992 film),1992,Shepperton Studios,Category:Films shot at Shepperton Studios,,,https://en.wikipedia.org/wiki/Damage_%281992_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
Damaged (film),,Scotland,Category:Films shot in Scotland,,,https://en.wikipedia.org/wiki/Damaged_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,57,-5,Wikidata P625,category place centroid
Damsel (2024 film),2024,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Damsel_%282024_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.507222222222,-0.1275,Wikidata P625,category place centroid
Damsel (2024 film),2024,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Damsel_%282024_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.548611111111,-0.535,Wikidata P625,category place centroid
Dance Band,,Welwyn Studios,Category:Films shot at Welwyn Studios,,,https://en.wikipedia.org/wiki/Dance_Band,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
Dance Little Lady,,Nettlefold Studios,Category:Films shot at Nettlefold Studios,,,https://en.wikipedia.org/wiki/Dance_Little_Lady,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
Dancing Queen (1993 film),1993,"Scarborough, North Yorkshire","Category:Films shot in Scarborough, North Yorkshire",,,https://en.wikipedia.org/wiki/Dancing_Queen_%281993_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,54.28,-0.402,Wikidata P625,category place centroid
Dancing on Ice,,Elstree Film Studios,Category:Television shows shot at Elstree Film Studios,,,https://en.wikipedia.org/wiki/Dancing_on_Ice,,,English Wikipedia category membership,CC BY-SA 4.0,51.6587,-0.2758,Wikidata P625,category place centroid
Dancing on Ice,,Shepperton Studios,Category:Television shows shot at Shepperton Studios,,,https://en.wikipedia.org/wiki/Dancing_on_Ice,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
Dancing with Crime,,Southall Studios,Category:Films shot at Southall Studios,,,https://en.wikipedia.org/wiki/Dancing_with_Crime,,,English Wikipedia category membership,CC BY-SA 4.0,51.504,-0.3838,Wikidata P625,category place centroid
Dandy Dick (film),,British International Pictures Studios,Category:Films shot at British International Pictures Studios,,,https://en.wikipedia.org/wiki/Dandy_Dick_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
Danger Man,,MGM-British Studios,Category:Television shows shot at MGM-British Studios,,,https://en.wikipedia.org/wiki/Danger_Man,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
Danger Route,,Shepperton Studios,Category:Films shot at Shepperton Studios,,,https://en.wikipedia.org/wiki/Danger_Route,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
Dangerous Assignment (film),,England,Category:Films shot in England,,,https://en.wikipedia.org/wiki/Dangerous_Assignment_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,53,-1,Wikidata P625,category place centroid
Dangerous Cargo,,Nettlefold Studios,Category:Films shot at Nettlefold Studios,,,https://en.wikipedia.org/wiki/Dangerous_Cargo,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
Dangerous Exile,,Cornwall,Category:Films shot in Cornwall,,,https://en.wikipedia.org/wiki/Dangerous_Exile,,,English Wikipedia category membership,CC BY-SA 4.0,50.416669444444,-4.75,Wikidata P625,category place centroid
Dangerous Exile,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Dangerous_Exile,,,English Wikipedia category membership,CC BY-SA 4.0,51.548611111111,-0.535,Wikidata P625,category place centroid
Dangerous Fingers,,Welwyn Studios,Category:Films shot at Welwyn Studios,,,https://en.wikipedia.org/wiki/Dangerous_Fingers,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
Dangerous Ground (1934 film),1934,"Imperial Studios, Elstree","Category:Films shot at Imperial Studios, Elstree",,,https://en.wikipedia.org/wiki/Dangerous_Ground_%281934_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
Dangerous Twins,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Dangerous_Twins,,,English Wikipedia category membership,CC BY-SA 4.0,51.507222222222,-0.1275,Wikidata P625,category place centroid
Dangerous Voyage,,West Sussex,Category:Films shot in West Sussex,,,https://en.wikipedia.org/wiki/Dangerous_Voyage,,,English Wikipedia category membership,CC BY-SA 4.0,50.916666666667,-0.5,Wikidata P625,category place centroid
Daniel Deronda (TV series),,Edinburgh,Category:Films shot in Edinburgh,,,https://en.wikipedia.org/wiki/Daniel_Deronda_%28TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0,55.95333333333333,-3.1891666666666665,Wikidata P625,category place centroid
Danielle Cable: Eyewitness,,the United Kingdom,Category:Films shot in the United Kingdom,,,https://en.wikipedia.org/wiki/Danielle_Cable%3A_Eyewitness,,,English Wikipedia category membership,CC BY-SA 4.0,54.6,-2,Wikidata P625,category place centroid
Danny Boy (1934 film),1934,Cricklewood Studios,Category:Films shot at Cricklewood Studios,,,https://en.wikipedia.org/wiki/Danny_Boy_%281934_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.559834,-0.221812,Wikidata P625,category place centroid
"Danny, the Champion of the World (film)",,Oxfordshire,Category:Films shot in Oxfordshire,,,https://en.wikipedia.org/wiki/Danny%2C_the_Champion_of_the_World_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.8084711936,-1.28715586244,Wikidata P625,category place centroid
Dara Ó Briain's Go 8 Bit,,BBC Elstree Centre,Category:Television shows shot at BBC Elstree Centre,,,https://en.wikipedia.org/wiki/Dara_%C3%93_Briain%27s_Go_8_Bit,,,English Wikipedia category membership,CC BY-SA 4.0,51.65972222,-0.27472222,Wikidata P625,category place centroid
Darby and Joan (1937 film),1937,Rock Studios,Category:Films shot at Rock Studios,,,https://en.wikipedia.org/wiki/Darby_and_Joan_%281937_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
Dark Angel (British TV series),,Yorkshire,Category:Television shows shot in Yorkshire,,,https://en.wikipedia.org/wiki/Dark_Angel_%28British_TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0,53.958333333333,-1.0833333333333,Wikidata P625,category place centroid
Dark Journey (1937 film),1937,Denham Film Studios,Category:Films shot at Denham Film Studios,,,https://en.wikipedia.org/wiki/Dark_Journey_%281937_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.584569,-0.498902,Wikidata P625,category place centroid
Dark Nature (2009 film),2009,Dumfries and Galloway,Category:Films shot in Dumfries and Galloway,,,https://en.wikipedia.org/wiki/Dark_Nature_%282009_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,55.07,-3.6030555555555557,Wikidata P625,category place centroid
Dark Nature (2009 film),2009,Highland (council area),Category:Films shot in Highland (council area),,,https://en.wikipedia.org/wiki/Dark_Nature_%282009_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,57.5,-5,Wikidata P625,category place centroid
Dark River (2017 film),2017,Yorkshire,Category:Films shot in Yorkshire,,,https://en.wikipedia.org/wiki/Dark_River_%282017_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,53.958333333333,-1.0833333333333,Wikidata P625,category place centroid
Dark Secret (film),,Nettlefold Studios,Category:Films shot at Nettlefold Studios,,,https://en.wikipedia.org/wiki/Dark_Secret_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
Dark Shadows (film),,England,Category:Films shot in England,,,https://en.wikipedia.org/wiki/Dark_Shadows_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,53,-1,Wikidata P625,category place centroid
Dark Shadows (film),,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Dark_Shadows_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.548611111111,-0.535,Wikidata P625,category place centroid
Dark Signal,,Wales,Category:Films shot in Wales,,,https://en.wikipedia.org/wiki/Dark_Signal,,,English Wikipedia category membership,CC BY-SA 4.0,52.35,-3.6333333333333,Wikidata P625,category place centroid
Dark of the Sun,,MGM-British Studios,Category:Films shot at MGM-British Studios,,,https://en.wikipedia.org/wiki/Dark_of_the_Sun,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
